names,lunknown,runknown,lbankssts,rbankssts,lcaudalanteriorcingulate,rcaudalanteriorcingulate,lcaudalmiddlefrontal,rcaudalmiddlefrontal,lcorpuscallosum,rcorpuscallosum,lcuneus,rcuneus,lentorhinal,rentorhinal,lfusiform,rfusiform,linferiorparietal,rinferiorparietal,linferiortemporal,rinferiortemporal,listhmuscingulate,risthmuscingulate,llateraloccipital,rlateraloccipital,llateralorbitofrontal,rlateralorbitofrontal,llingual,rlingual,lmedialorbitofrontal,rmedialorbitofrontal,lmiddletemporal,rmiddletemporal,lparahippocampal,rparahippocampal,lparacentral,rparacentral,lparsopercularis,rparsopercularis,lparsorbitalis,rparsorbitalis,lparstriangularis,rparstriangularis,lpericalcarine,rpericalcarine,lpostcentral,rpostcentral,lposteriorcingulate,rposteriorcingulate,lprecentral,rprecentral,lprecuneus,rprecuneus,lrostralanteriorcingulate,rrostralanteriorcingulate,lrostralmiddlefrontal,rrostralmiddlefrontal,lsuperiorfrontal,rsuperiorfrontal,lsuperiorparietal,rsuperiorparietal,lsuperiortemporal,rsuperiortemporal,lsupramarginal,rsupramarginal,lfrontalpole,rfrontalpole,ltemporalpole,rtemporalpole,ltransversetemporal,rtransversetemporal,linsula,rinsula
G3_M_08_T1,1.6044,NaN,2.6326,2.7474,2.7410,2.1888,2.6517,2.5079,NaN,NaN,1.8785,1.8602,3.2513,4.0438,2.5847,2.5490,2.5502,2.5164,2.7541,2.8681,2.4465,2.4406,2.1353,2.1246,2.6188,2.6734,2.0131,1.8452,2.2390,2.5199,2.8964,2.8641,2.2130,2.4061,2.4752,2.6008,2.6924,2.5869,2.6689,2.5636,2.4004,2.4808,1.4702,1.4614,2.1903,1.9494,2.3487,2.2149,2.2251,2.1563,2.5026,2.4702,2.6112,2.7826,2.4654,2.4742,2.8014,2.7687,2.4135,2.4050,2.7977,2.7984,2.5761,2.5027,2.5540,2.6108,3.8332,4.0852,2.1847,2.3673,2.8739,3.0642
G3_M_09_T1,1.8139,NaN,2.5146,2.6643,2.1657,2.3155,2.5979,2.6252,NaN,NaN,2.1569,2.0003,3.7721,3.3540,2.5804,2.5322,2.5445,2.4791,2.7854,2.6903,2.2683,2.3818,2.2391,2.2062,2.6465,2.6323,2.1461,2.0734,2.4240,2.4936,2.8773,2.8035,2.1683,2.3501,2.3614,2.3966,2.5789,2.5633,2.7241,2.6166,2.4620,2.4950,1.7413,1.6186,2.1329,2.1038,2.3976,2.3774,2.4454,2.3882,2.5142,2.4893,2.6343,2.8232,2.5243,2.4356,2.7945,2.7708,2.3570,2.3801,2.7696,2.7439,2.5357,2.4864,2.5664,2.5847,3.3447,4.1069,2.4062,2.3228,3.2026,3.2385
G3_M_10_T1,2.1146,NaN,2.7718,2.6269,2.7780,2.0133,2.5789,2.6684,NaN,NaN,2.0335,1.9851,3.7838,3.7255,2.7026,2.7358,2.4764,2.5942,2.8909,2.9500,2.3796,2.3023,2.4070,2.3724,2.5988,2.7017,2.0852,2.0712,2.3710,2.5473,2.8645,2.9537,2.4333,2.5051,2.2816,2.2999,2.5323,2.7119,2.6978,2.7591,2.4268,2.5037,1.5073,1.5755,2.0665,2.0802,2.4625,2.3800,2.4177,2.2936,2.3781,2.4473,2.7188,2.6388,2.4537,2.4984,2.8142,2.8145,2.3122,2.3616,2.8114,3.0557,2.5243,2.6304,2.2550,2.4373,3.7839,4.3127,2.5545,2.7507,2.8583,3.1264
G3_M_11_T1,1.1351,NaN,2.3515,2.6073,2.2587,2.3112,2.3425,2.4246,NaN,NaN,1.7326,1.6733,3.7432,3.5351,2.4508,2.3657,2.2763,2.3944,2.6684,2.7367,2.1619,2.2743,2.0278,2.0286,2.4773,2.4839,1.8042,1.8279,2.2088,2.2981,2.7180,2.6863,2.5332,2.2448,2.1145,2.1147,2.3275,2.3361,2.5075,2.3793,2.2896,2.3229,1.2699,1.1830,1.8875,1.8445,2.1856,2.2076,2.1554,2.0013,2.2792,2.3065,2.5118,2.4099,2.2619,2.2446,2.5920,2.5051,2.0829,2.1500,2.6608,2.8002,2.3592,2.4611,2.7336,2.3678,4.0025,3.8716,1.9463,1.9588,3.0804,3.1290
G3_M_12_T1,1.5853,NaN,2.4390,2.4021,2.3480,2.3912,2.4030,2.4287,NaN,NaN,1.8241,1.8201,3.3605,3.4268,2.4298,2.4304,2.3849,2.3704,2.5045,2.4840,2.1287,2.0338,2.0426,2.1250,2.4795,2.5846,1.8658,1.8854,2.3071,2.3489,2.7350,2.7711,2.3065,2.7670,2.2473,2.2062,2.4019,2.3801,2.4679,2.3688,2.3551,2.2925,1.4994,1.4290,1.9569,1.9014,2.3214,2.3146,2.2618,2.1067,2.3384,2.3093,2.5887,2.5234,2.2427,2.2415,2.5207,2.5771,2.1761,2.1664,2.4722,2.6922,2.3534,2.3877,2.2033,2.4369,3.6278,3.8025,1.7245,1.8992,2.8456,2.9114
G3_M_13_T1,1.1418,NaN,2.5953,2.5556,2.3235,2.1927,2.4476,2.4458,NaN,NaN,1.7655,1.9256,3.7696,3.8063,2.5167,2.4499,2.4596,2.4531,2.7942,2.6575,2.3131,2.1783,2.0776,2.1389,2.5309,2.6563,1.9256,1.8391,2.3727,2.3998,2.5780,2.7750,2.3596,2.8151,2.2652,2.0585,2.6459,2.4668,2.6872,2.6898,2.5117,2.4369,1.4423,1.4466,1.9632,1.9437,2.3088,2.2867,2.1948,2.2498,2.4536,2.4300,2.5454,2.6343,2.5298,2.3722,2.7124,2.7763,2.2721,2.2197,2.7778,2.7411,2.4629,2.4033,2.8565,2.4476,3.6463,3.6761,2.0369,2.0395,2.9000,3.0309
G3_M_14_T1,2.0946,NaN,2.3342,2.5053,2.4878,2.2432,2.3962,2.4982,NaN,NaN,1.9539,1.7422,3.6489,3.6146,2.5286,2.5093,2.3705,2.4619,2.6380,2.6200,2.4511,2.4509,2.0665,1.8982,2.6643,2.7013,1.7871,1.7483,2.4137,2.3425,2.7721,2.8500,2.2530,2.4132,2.0910,2.0665,2.5520,2.5783,2.5310,2.6202,2.4169,2.4184,1.3011,1.2352,1.9427,1.9174,2.3215,2.2680,2.1334,2.1871,2.3142,2.3233,2.3920,2.6412,2.4161,2.4093,2.5683,2.6027,2.1122,2.1512,2.6337,2.8846,2.4037,2.4479,2.3884,2.4100,3.5983,3.9702,2.4101,2.4450,3.2835,3.4277
G3_M_15_T1,2.1610,NaN,2.6824,2.6746,2.6753,2.5353,2.6255,2.5472,NaN,NaN,1.8406,1.8491,3.6395,4.0359,2.5884,2.5365,2.4954,2.5300,2.6962,2.7405,2.3138,2.5213,2.1309,2.1149,2.6749,2.6471,2.0898,1.9932,2.4281,2.5118,2.8372,2.9120,2.4776,2.4141,2.2239,2.2822,2.6888,2.6946,2.7917,2.7747,2.3604,2.6012,1.4061,1.4446,1.8306,1.9605,2.4423,2.4028,2.4274,2.3201,2.4520,2.4349,2.6903,2.6231,2.4572,2.5013,2.8065,2.7544,2.2643,2.2643,2.9409,2.9090,2.5221,2.5701,2.6412,2.9295,2.9605,3.3411,2.3478,2.5504,3.1683,3.4510
G3_M_16_T1,1.8247,NaN,2.4142,2.4783,2.4173,2.3740,2.4442,2.3778,NaN,NaN,1.7358,1.6219,3.7231,3.7510,2.3904,2.3739,2.4585,2.4428,2.6990,2.6639,2.4450,2.6411,2.0291,1.9658,2.6946,2.7387,2.1953,2.0361,2.1708,2.4099,2.6728,2.8447,2.2944,2.4919,2.2257,2.1215,2.6836,2.5631,2.7607,2.7959,2.6014,2.6837,1.6302,1.4475,1.9813,1.9746,2.5573,2.5014,2.0859,2.0495,2.3530,2.3650,2.6957,2.4295,2.3969,2.4156,2.6678,2.7497,2.1645,2.0447,2.7655,2.9041,2.4638,2.5644,2.8348,2.6605,3.5959,4.0765,2.1342,2.5005,3.3369,3.5161
G3_M_17_T1,2.0412,NaN,2.3861,2.6718,2.3906,2.0615,2.4623,2.4517,NaN,NaN,1.8151,1.7589,3.5452,3.9505,2.6427,2.4503,2.5020,2.5083,2.7352,2.6877,2.5678,2.2801,2.2536,2.1983,2.4878,2.4814,1.8386,1.8202,2.2275,2.3555,2.8300,2.8413,2.2421,2.2471,2.0642,1.9262,2.4530,2.4793,2.5808,2.4558,2.4803,2.3104,1.4339,1.3200,1.9859,1.9729,2.3238,2.3458,2.0274,2.0185,2.3593,2.3939,2.5041,2.6639,2.3454,2.2936,2.4848,2.4879,2.2606,2.2528,2.8385,2.7912,2.4841,2.4862,2.2805,2.2795,3.6233,3.7685,1.9981,2.0811,3.2185,3.0400
G3_M_18_T1,1.5757,NaN,2.2720,2.2259,2.0418,2.2547,2.4690,2.5154,NaN,NaN,1.7138,1.7252,3.6099,3.9266,2.4272,2.5790,2.3157,2.3616,2.4252,2.5076,2.1231,2.3178,1.9850,1.9458,2.4663,2.5662,1.8504,1.8499,2.3564,2.4176,2.5604,2.7778,2.0638,2.3860,1.9925,1.8035,2.4510,2.4193,2.4581,2.4852,2.3373,2.3121,1.3551,1.2948,1.8656,1.9144,2.3767,2.3869,2.0122,1.8996,2.2762,2.3487,2.6054,2.5910,2.2822,2.3375,2.6143,2.6811,2.1577,2.1840,2.6241,2.7218,2.3333,2.3995,2.3225,2.3171,3.9794,3.5956,1.9610,2.1896,2.9670,3.0107
G3_M_19_T1,1.2379,NaN,2.6926,2.5967,2.7404,2.2488,2.5109,2.6009,NaN,NaN,1.9033,2.0026,4.0079,3.9553,2.6126,2.5674,2.4722,2.5730,2.7854,2.8111,2.1652,2.3422,2.1718,2.2049,2.7359,2.6632,1.8538,1.8883,2.4035,2.3810,2.8434,2.9721,2.5233,2.1861,2.2270,2.4179,2.6088,2.5545,2.6481,2.7050,2.4949,2.5475,1.5264,1.5442,2.0081,2.0445,2.5405,2.3680,2.3820,2.2710,2.3999,2.4835,2.5285,2.5833,2.4821,2.4775,2.7522,2.7915,2.2989,2.3387,2.8050,2.9029,2.4535,2.5417,2.7145,2.6214,3.7452,4.1175,2.2740,2.4364,2.9913,3.0716
G3_M_20_T1,2.2844,NaN,2.7088,2.6012,2.2737,2.5149,2.5869,2.7343,NaN,NaN,1.8243,1.7090,3.5890,3.4253,2.5980,2.6458,2.5824,2.6199,2.6958,2.7463,2.3864,2.5490,2.2399,2.1003,2.7591,2.7681,1.9569,1.9628,2.4391,2.4666,3.0273,2.9606,2.4814,2.5604,2.3409,2.1265,2.4932,2.6412,2.8053,2.6845,2.5948,2.5179,1.6075,1.3474,2.0741,1.9841,2.4028,2.3757,2.3784,2.3135,2.4583,2.3664,2.6500,2.8152,2.5181,2.5674,2.7693,2.7287,2.3262,2.3333,2.8782,3.0749,2.5891,2.5684,2.6137,2.7332,4.1520,3.8182,2.5370,2.5148,3.1178,3.2116
G4_F_01_T1,2.1429,NaN,2.3296,2.5874,2.5820,2.4562,2.5106,2.6098,NaN,NaN,1.9234,1.8927,3.7313,3.6464,2.4463,2.4449,2.3339,2.4721,2.6343,2.7518,2.1347,2.3817,2.1186,2.1567,2.7062,2.6585,2.0104,2.1115,2.2683,2.5121,2.5309,2.7171,2.2363,2.4695,2.0567,2.1440,2.6736,2.6340,2.7527,2.9228,2.3889,2.5137,1.7921,1.5518,1.9815,2.1553,2.4679,2.4644,2.1584,2.1447,2.3200,2.3887,2.6846,2.3917,2.4930,2.4878,2.8023,2.7599,2.1536,2.2982,2.6571,2.8258,2.4105,2.5558,2.9411,2.7275,3.5179,3.4633,2.2638,2.4042,3.0852,3.2074
G4_F_02_T1,2.3987,NaN,2.4226,2.8400,2.8205,2.0055,2.5390,2.5441,NaN,NaN,1.9772,1.8672,3.5468,4.0575,2.5268,2.5333,2.4620,2.5220,2.6515,2.6810,2.5129,2.5065,2.2257,2.1645,2.6666,2.6700,2.0563,2.1031,2.3595,2.4393,2.6651,2.8497,2.3741,2.6178,2.4586,2.4992,2.4841,2.4851,2.7339,2.5057,2.4023,2.5259,1.6064,1.4690,2.2001,2.2433,2.4538,2.2271,2.4379,2.4131,2.5088,2.5300,2.7361,2.6318,2.4109,2.3542,2.6930,2.7854,2.3386,2.3296,2.6736,2.7980,2.5697,2.5752,2.3457,2.5152,3.7080,3.8046,2.3330,2.2163,2.8992,3.2456
G4_F_03_T1,1.6694,NaN,2.5344,2.7832,2.5917,1.9139,2.5929,2.4882,NaN,NaN,1.8475,2.1394,3.1627,3.5285,2.7938,2.6877,2.4281,2.4919,2.6900,2.6798,2.3830,2.3197,2.2972,2.2403,2.5646,2.5261,2.0561,2.1190,2.3978,2.4881,2.8793,2.8648,2.7859,2.6011,2.3884,2.2976,2.5007,2.5211,2.7152,2.5239,2.3727,2.4370,1.4782,1.5240,2.0517,2.0446,2.4326,2.3526,2.1978,2.2668,2.4665,2.4220,2.7878,2.5028,2.4097,2.4542,2.7327,2.7273,2.3053,2.3101,2.8012,2.8449,2.5352,2.6122,2.6250,2.5469,3.8204,4.0163,2.2231,2.0417,3.2136,3.0056
G4_F_04_T1,1.4105,NaN,2.4905,2.4804,2.3930,2.3847,2.5871,2.5796,NaN,NaN,1.9929,1.9066,3.5651,3.5894,2.6122,2.4729,2.4657,2.4647,2.6523,2.6729,2.5129,2.2985,2.1925,2.1696,2.5800,2.7114,1.9705,1.9616,2.2737,2.4199,2.7202,2.7668,2.4064,2.3746,2.3819,2.3656,2.5990,2.6183,2.5496,2.5613,2.4360,2.4551,1.6368,1.5999,2.0842,1.9976,2.3170,2.3572,2.4314,2.3232,2.4826,2.4129,2.5156,2.5580,2.3705,2.4145,2.6640,2.6330,2.2561,2.1833,2.7196,2.7846,2.4768,2.3762,2.6740,2.5632,3.9953,3.8519,2.3752,2.3341,3.0152,3.0550
G4_F_05_T1,2.0504,NaN,2.4208,2.5424,2.1448,2.4809,2.5856,2.5551,NaN,NaN,1.9766,2.0883,3.1718,3.4737,2.7050,2.6395,2.5580,2.5087,2.6500,2.8231,2.3968,2.3717,2.1945,2.2067,2.6971,2.7964,2.2255,2.1290,2.2074,2.3631,2.7890,2.9486,2.5621,2.5717,2.5236,2.5429,2.7210,2.6344,2.6043,2.6861,2.5168,2.6276,1.7849,1.6652,2.0866,2.0392,2.3699,2.4846,2.4860,2.4698,2.4460,2.4871,2.4771,2.7133,2.4106,2.3994,2.8080,2.7965,2.2629,2.2281,2.8128,2.9907,2.5066,2.5748,2.7634,2.4414,4.1605,3.7874,2.4667,2.6041,3.2592,3.0612
G4_F_06_T1,2.0664,NaN,2.2900,2.2691,2.4940,2.4022,2.5007,2.4487,NaN,NaN,1.8396,1.7410,3.4194,3.4588,2.3296,2.4442,2.3080,2.3092,2.4939,2.5706,1.9839,2.3503,2.1071,2.0178,2.5609,2.4538,1.8011,1.8605,2.1297,2.2467,2.5997,2.6541,2.5648,2.5775,2.2570,2.2494,2.4534,2.4846,2.4133,2.4071,2.3567,2.3892,1.7290,1.4929,1.8336,1.8492,2.2382,2.2167,2.1048,2.1501,2.2695,2.1887,2.5085,2.5110,2.3401,2.3468,2.5835,2.5244,2.0681,2.0516,2.5371,2.5728,2.3885,2.3071,2.6352,2.5863,3.6338,3.8402,2.0181,2.0581,2.7831,2.8712
G4_F_07_T1,2.1872,NaN,2.5164,2.5225,2.4100,2.3757,2.5062,2.5756,NaN,NaN,1.9972,2.0361,3.4418,3.2759,2.5924,2.5886,2.4116,2.3854,2.6136,2.7020,2.3521,2.3108,2.1736,2.0783,2.4463,2.5753,2.1564,1.9782,2.3352,2.4313,2.7288,2.7226,2.3952,2.5335,2.1570,2.2507,2.5207,2.6211,2.5196,2.7176,2.3984,2.4441,1.8546,1.6862,2.1449,2.0810,2.2616,2.3133,2.1911,2.0667,2.3916,2.4098,2.5899,2.5303,2.3131,2.2964,2.6191,2.6550,2.2590,2.2307,2.6539,2.6629,2.4380,2.4192,2.2487,2.3676,2.6014,2.8992,2.0172,2.2069,2.9374,3.0785
G4_F_08_T1,2.0510,NaN,2.4763,2.5629,2.1771,2.4266,2.5253,2.6132,NaN,NaN,1.8165,1.8461,3.5487,4.0029,2.5057,2.4688,2.4686,2.4063,2.5348,2.6708,2.2431,2.3043,2.0445,2.1208,2.4788,2.5457,1.9981,1.9438,2.2199,2.3277,2.7797,2.7897,2.4551,2.4037,2.2941,2.3408,2.5913,2.5038,2.5901,2.6180,2.4590,2.4853,1.5780,1.3547,1.9739,2.0108,2.2744,2.3356,2.1878,2.1085,2.3429,2.3946,2.3473,2.6804,2.4101,2.4314,2.7181,2.7835,2.1746,2.1687,2.5875,2.5627,2.4077,2.4732,2.4785,2.5771,3.5950,3.6732,1.8680,2.0413,3.0265,3.0949
G4_F_09_T1,2.2266,NaN,2.4933,2.5636,2.6264,2.5437,2.4752,2.4338,NaN,NaN,1.9304,1.9514,3.3764,3.6584,2.5366,2.5129,2.3864,2.4988,2.6300,2.5326,2.1970,1.9042,2.2420,2.1880,2.5709,2.7154,2.0361,2.0370,2.1954,2.2823,2.6686,2.6468,2.2566,2.4968,2.1406,2.2115,2.5279,2.5115,2.7170,2.7770,2.3978,2.4536,1.7172,1.7762,1.9574,1.8890,2.4187,2.2653,2.1650,2.1409,2.3351,2.3845,2.3000,2.5256,2.3300,2.3154,2.5392,2.6007,2.2581,2.2246,2.6383,2.7131,2.4612,2.4396,2.5661,2.4606,3.6040,3.3105,2.2377,1.9854,3.0719,2.9998
G4_F_10_T1,1.7397,NaN,2.5222,2.6910,2.5507,2.4079,2.5869,2.4412,NaN,NaN,1.8215,1.8521,3.3335,4.0112,2.4942,2.5037,2.4771,2.5092,2.6318,2.5982,2.5480,2.6027,2.2318,2.1660,2.6328,2.6013,2.1742,2.0320,2.3604,2.3850,2.7822,2.7640,2.3297,2.2170,2.2378,2.3193,2.6057,2.5472,2.6978,2.5126,2.5734,2.5237,1.4963,1.4968,2.0922,2.0162,2.4077,2.3684,2.3377,2.3874,2.4151,2.3820,2.5784,2.5225,2.4399,2.4484,2.7434,2.7397,2.3060,2.2763,2.7058,2.7850,2.5523,2.5363,2.6184,2.4788,3.9355,3.9774,2.2985,2.4177,3.1778,3.3808
G4_F_11_T1,2.1962,NaN,2.4698,2.4530,2.3419,1.6825,2.3977,2.5215,NaN,NaN,1.7933,1.7825,3.2040,3.1092,2.5389,2.5512,2.3630,2.4672,2.7483,2.7685,2.3223,2.1287,2.0632,2.0708,2.4669,2.6309,1.9706,1.8121,2.4485,2.4192,2.7563,2.8429,2.3922,2.4539,2.2098,2.2634,2.4322,2.4343,2.5911,2.8236,2.4644,2.4987,1.7366,1.6835,1.9441,1.9908,2.4838,2.2570,2.2419,2.2236,2.3586,2.3529,2.4887,2.1653,2.3715,2.4054,2.6388,2.6720,2.1902,2.2361,2.7115,2.7335,2.3752,2.4178,2.4248,2.5418,3.8968,3.9866,2.0878,1.9712,3.1342,3.2046
G4_F_12_T1,2.5006,NaN,2.4137,2.4142,2.4953,2.2403,2.4586,2.3342,NaN,NaN,1.7245,1.8063,3.8716,3.4955,2.5121,2.7128,2.4106,2.4581,2.7452,2.7899,2.1544,2.2114,2.1738,1.9993,2.6213,2.6185,1.8805,1.9315,2.3156,2.3554,2.8424,2.7763,2.3581,2.5381,2.2014,2.1992,2.4801,2.3229,2.6416,2.4948,2.4783,2.3561,1.3360,1.3583,1.9277,1.9069,2.2258,2.2853,2.0752,2.0034,2.2824,2.3500,2.5179,2.4250,2.3736,2.3010,2.5530,2.5650,2.2403,2.1612,2.7307,2.6665,2.4112,2.3434,2.7828,2.7871,4.2152,3.2640,1.9074,1.8058,3.0062,3.0758
G4_F_13_T1,1.8371,NaN,2.3705,2.5322,1.9696,2.4848,2.4066,2.4311,NaN,NaN,1.7273,1.7857,3.5824,3.5805,2.3855,2.2979,2.3577,2.3196,2.6500,2.5873,2.0896,1.9045,1.9118,1.9915,2.5801,2.4431,1.8447,1.8761,2.1329,2.2314,2.7447,2.8320,2.2631,2.3145,2.2298,2.1010,2.4274,2.4683,2.5889,2.4466,2.3208,2.4397,1.5096,1.6091,1.9841,1.9693,2.1033,2.1737,2.2296,2.1574,2.3402,2.2179,2.3686,2.3067,2.3366,2.3024,2.5706,2.6017,2.1813,2.0456,2.5625,2.6793,2.2593,2.3578,2.5056,2.4130,3.5570,3.4372,2.0871,2.3190,3.0164,2.9378
G4_F_15_T1,0.7834,NaN,2.4592,2.6135,2.4786,2.0695,2.6091,2.5371,NaN,NaN,1.8575,1.8774,3.5055,3.7659,2.5435,2.5393,2.4658,2.4717,2.6507,2.7022,1.8741,1.9470,2.2221,2.0621,2.5627,2.5968,1.9319,2.0060,2.3567,2.3050,2.7625,2.8103,2.3431,2.3872,2.2949,2.2106,2.5961,2.5538,2.7053,2.5099,2.4843,2.4940,1.5552,1.4883,2.0458,1.9344,2.3206,2.0729,2.2720,2.1812,2.2532,2.3153,2.4208,2.3924,2.4766,2.4877,2.6578,2.6857,2.2325,2.1489,2.7610,2.8655,2.4867,2.5210,2.7298,2.8014,4.0140,4.0075,1.8792,2.0020,3.2562,3.2639
G4_F_16_T1,0.9580,NaN,2.7867,2.7258,2.6839,2.6562,2.6275,2.5268,NaN,NaN,1.9223,1.8659,4.1308,4.0738,2.7766,2.6367,2.6698,2.6803,2.9179,3.0141,2.4576,2.3931,2.3403,2.3888,2.8295,2.8902,2.2531,2.0762,2.3934,2.5369,3.0400,3.1073,2.6670,2.8044,2.3788,2.5694,2.7736,2.8146,2.9138,2.7825,2.6486,2.6306,1.6093,1.4732,2.1275,2.0606,2.4970,2.4959,2.4603,2.4658,2.5521,2.5788,2.7467,2.9009,2.5073,2.5301,2.8551,2.9235,2.4310,2.4146,2.9029,2.8520,2.6605,2.6634,2.7590,2.7127,4.0085,4.3892,2.1801,2.3686,3.4658,3.5474
G4_F_17_T1,1.9824,NaN,2.5038,2.6150,2.3399,2.1178,2.5472,2.4951,NaN,NaN,1.8197,1.7417,3.4971,3.5960,2.5256,2.6194,2.4103,2.3593,2.5685,2.6005,2.4020,2.1092,2.0062,2.0364,2.6497,2.7071,2.0606,1.9755,2.3036,2.2753,2.7110,2.7177,2.0567,2.3386,1.9543,2.0535,2.5436,2.4856,2.6018,2.5231,2.3829,2.3749,1.6855,1.4532,1.8400,1.8833,2.3698,2.3451,2.0970,1.9805,2.3835,2.4860,2.5169,2.3753,2.3576,2.3706,2.6092,2.6363,2.1435,2.2110,2.7377,2.7512,2.4484,2.4396,2.5111,2.5428,4.0565,4.1054,2.3302,2.4094,3.1210,3.0597
G4_F_18_T1,1.5554,NaN,2.7780,2.5567,2.7272,2.2312,2.7483,2.6734,NaN,NaN,2.1808,2.1207,3.4093,3.4161,2.8829,2.6881,2.5807,2.6464,2.8628,2.7947,2.5099,2.5296,2.2660,2.2443,2.8435,2.7879,2.1757,2.2286,2.4659,2.5418,2.8459,2.9716,2.3677,2.4493,2.6311,2.7048,2.7607,2.7525,2.9242,2.8021,2.6376,2.6206,2.0194,1.8902,2.3100,2.2353,2.4676,2.5044,2.5861,2.5308,2.5471,2.6008,2.7548,2.5971,2.5291,2.5242,2.8061,2.8374,2.3977,2.4291,2.9169,2.9266,2.6527,2.6083,2.7127,2.9617,3.6507,3.6511,2.4754,2.5158,3.2563,3.2987
G4_F_19_T1,2.3663,NaN,2.4149,2.2998,2.4575,2.0633,2.3827,2.4835,NaN,NaN,1.7611,1.7866,3.4579,3.8916,2.4693,2.3867,2.2812,2.2638,2.5461,2.5118,1.9318,2.0889,1.9540,1.8177,2.3952,2.7535,1.8248,1.8813,2.1045,2.2747,2.6778,2.5952,2.4573,2.3512,2.0907,2.0884,2.4417,2.4452,2.5692,2.4451,2.3167,2.3823,1.5589,1.5401,1.8551,1.9422,2.2597,2.1184,1.9483,1.9349,2.2843,2.2511,2.3649,2.4431,2.3159,2.3199,2.6230,2.6160,2.1743,2.0411,2.6293,2.6398,2.2980,2.2950,2.4346,2.4083,4.1538,3.9647,2.1839,2.0572,3.2161,3.1647
G4_F_20_T1,2.0371,NaN,2.4530,2.6116,2.3391,2.4544,2.5003,2.6281,NaN,NaN,1.8380,1.7949,3.8130,3.0792,2.5437,2.4824,2.4110,2.5508,2.7305,2.6559,2.4554,2.2256,2.1521,1.9963,2.6398,2.5098,2.0679,1.9709,2.0330,2.4056,2.9564,2.9901,2.5607,2.8228,2.1922,2.0986,2.5357,2.6234,2.7333,2.5178,2.4450,2.4864,1.5340,1.4483,2.1706,2.1055,2.3601,2.3834,2.0531,2.0705,2.4251,2.4214,2.3481,2.8819,2.4337,2.3544,2.7540,2.7681,2.2369,2.2745,2.7484,2.8230,2.6445,2.5279,2.1622,2.3574,3.7642,3.3587,1.9867,2.1581,3.1868,3.2995
G4_M_01_T1,1.6345,NaN,2.5716,2.6228,2.0335,2.5341,2.4267,2.4940,NaN,NaN,1.9844,1.9887,3.5140,3.7782,2.5303,2.6084,2.4933,2.4387,2.6178,2.6832,2.5715,2.6315,2.1402,2.1837,2.6572,2.7017,2.0333,2.0504,2.3060,2.5117,2.7885,2.9037,2.2138,2.4901,2.2782,2.1227,2.5203,2.5898,2.6073,2.4545,2.4722,2.5315,1.5902,1.5749,1.9879,1.9356,2.4023,2.3934,2.1478,2.0870,2.3436,2.4154,2.5062,2.5478,2.3069,2.4071,2.5965,2.6471,2.2072,2.2058,2.7620,2.8218,2.5076,2.5212,2.6402,2.6330,3.9559,3.5035,2.2950,2.0490,3.0389,3.0107
G4_M_02_T1,2.0342,NaN,2.4111,2.6533,2.6967,2.0974,2.6003,2.6448,NaN,NaN,1.9622,1.8237,3.7894,3.6571,2.5177,2.4861,2.5006,2.5758,2.6697,2.6982,2.3954,2.2170,2.1915,2.0917,2.8164,2.8185,1.9718,1.8555,2.3482,2.2992,2.7131,2.8065,2.1942,2.1866,2.4328,2.4523,2.7482,2.6532,2.4282,2.6518,2.4657,2.4541,1.4611,1.4160,1.9992,2.0463,2.4935,2.3539,2.3944,2.3356,2.4077,2.4452,2.6080,2.5092,2.4131,2.4605,2.7600,2.8034,2.2811,2.2705,2.7261,2.8447,2.4705,2.4586,2.5873,2.6406,4.0919,4.2134,2.2805,2.3761,3.2635,3.3289
G4_M_03_T1,1.7222,NaN,2.3112,2.5342,2.2697,2.2998,2.3674,2.3196,NaN,NaN,1.7293,1.8405,3.5737,3.3626,2.4468,2.4971,2.3347,2.3595,2.6148,2.5403,2.2925,2.1866,2.0966,2.1115,2.6429,2.5944,1.8301,1.8051,2.1783,2.3487,2.6473,2.7811,2.3128,2.4042,2.1598,2.0339,2.4885,2.4552,2.5550,2.5125,2.4348,2.3920,1.4029,1.2353,1.9347,1.8294,2.3400,2.2024,2.1184,2.0413,2.2093,2.2940,2.6064,2.2390,2.2865,2.3271,2.5258,2.5447,2.1620,2.2004,2.6735,2.7583,2.3533,2.4208,2.5430,2.2588,3.6717,3.9142,2.1690,2.1899,2.9230,3.0492
G4_M_04_T1,2.1555,NaN,2.7434,2.8426,2.4538,2.5249,2.6535,2.6825,NaN,NaN,2.0834,1.9917,4.2286,4.0038,2.7431,2.7210,2.5438,2.5756,3.0573,2.8578,2.3326,2.2183,2.3654,2.4769,2.6850,2.7445,2.0423,2.0496,2.4134,2.6107,2.9625,3.0283,2.5195,2.5774,2.3903,2.3950,2.7355,2.6848,2.7670,2.8364,2.6664,2.6123,1.6533,1.4113,2.2904,2.2042,2.4805,2.5666,2.5831,2.4965,2.4936,2.5549,2.8161,2.6507,2.4737,2.5644,2.8098,2.7665,2.3246,2.3427,2.8916,2.9482,2.6637,2.7291,2.7057,2.5562,3.4538,3.0997,2.4400,2.4462,3.0081,3.2360
